"address_line_1__v","latitude__v","longitude__v","postal_code__v","infusion_chairs__v","infusions_performed__v","npi_num__v","hco_name_cda__v"
"22999 Highway 59 N","30.050460000000001","-95.252960000000002","77339-4412","1","Yes/True","1811942238","HCA Houston Healthcare Kingwood"
"11100 Euclid Ave","41.506630000000001","-81.60669","44106-1716","","","1669499414","University Hospitals Cleveland Medical Center"
"6200 W Parker Rd","33.043970000000002","-96.837100000000007","75093-8185","","","1609927748","Texas Health Presbyterian Hospital Plano"
"506 E San Antonio St","28.80808","-96.998999999999995","77901-6060","","","1366686263","Detar Hospital Navarro"
"501 6th Ave S","27.764620000000001","-82.640529999999998","33701-4634","","","1063877181","Johns Hopkins All Childrens Hospital"
"300 Randall Rd","41.886670000000002","-88.340479999999999","60134-4200","","Yes/True","1407859655","Northwestern Medicine Delnor Hospital"
"2301 E Lamar Blvd Ste 650","32.76238","-97.069029999999998","76006-7428","","","","VISN 17 VA Heart Of Texas Healthcare Network"
"543 Taylor Ave Ste 3176 Fl 3","39.978520000000003","-82.962400000000002","43203-1278","","","1861038069","OSU-General Internal Medicine @ Care Point East"
"3001 Broadmoor Blvd NE","35.306640000000002","-106.67695999999999","87144-2100","1","Yes/True","1649556200","UNM Sandoval Regional Medical Center"
"757 Westwood Plz","34.066189999999999","-118.44593999999999","90095-8358","1","Yes/True","1902803315","Ronald Reagan UCLA Medical Center"
"282 Washington St","41.753680000000003","-72.681870000000004","06106-3322","","","1669448882","Connecticut Childrens Specialty Group Inc"
"1200 S Cedar Crest Blvd","40.566719999999997","-75.518739999999994","18103-6202","","Yes/True","1164400131","Lehigh Valley Hospital-Cedar Crest"
"200 1st St SW","44.02214","-92.466629999999995","55905-0001","","","1093792350","Mayo Clinic Comprehensive Cancer Center-Minnesota Hematology Oncology"
"111 E 210th St","40.879869999999997","-73.879900000000006","10467-2401","","","1477168870","Montefiore Medical Center-Moses Campus"
"2300 Westchester Ave Ste B2","40.836022","-73.847673","10462-5072","","","1942580840","Montefiore-Bronx East Womens Center"
"1324 5th St N","44.313459999999999","-94.476799999999997","56073-1514","","","","Allina Health Minneapolis Heart Institute At New Ulm Medical Center"
"532 S Aiken Ave Ste 300","40.454569999999997","-79.938190000000006","15232-1521","","","1295772465","UPMC Neurological Institute-Shadyside"
"24 E 7th St","45.587919999999997","-95.914910000000006","56267-1312","","","","Minneapolis Heart Institute At Prairie Ridge Clinic Morris"
"101 Manning Dr Fl 1","35.904440000000001","-79.048940000000002","27514-4220","","","","UNC Hospitals Pediatric Hematology Oncology Clinic FL 1"
"6621 Fannin St","29.707560000000001","-95.401489999999995","77030-2358","","","","Texas Childrens Hospital Pediatrics"
"3471 5th Ave Ste 910","40.440460000000002","-79.960660000000004","15213-3221","","","","UPMC Department Of Physical Medicine And Rehabilitation"
"9500 Euclid Ave J4-1","41.502890000000001","-81.620620000000002","44195-0001","","","","Vascular Medicine Cleveland Clinic Main Campus"
"1001 Blythe Blvd Ste 200","35.204999999999998","-80.838030000000003","28203-5865","","","","Carolinas Pediatric Neurology Care Charlotte"
"660 S Euclid Ave","38.634635000000003","-90.263237000000004","63110-1010","","","","Washington University Department Of Cardiovascular"
"700 Childrens Dr","39.952460000000002","-82.979519999999994","43205-2664","","","","Nationwide Childrens Hospital Pulmonary Medicine"
"20 York St","41.304420999999998","-72.934515000000005","06510-3220","","","","Yale New Haven Hospital Heart And Vascular Center"
"200 S Orange Ave Ste 165","40.765593000000003","-74.335561999999996","07039-5817","","","1386656270","Institute Of Neurology And Neurosurgery At Saint Barnabas"
"1600 SW Archer Rd Rm 5117","29.639800000000001","-82.342709999999997","32610-3003","","","","UF Health Neurodiagnostic MS Center"
"1505 SW Archer Rd","29.640029999999999","-82.340959999999995","32608-1134","","","","UF Health Cardiology-Heart And Vascular Hospital"
"1549 Gale Lemerand Dr Fl 2","29.637820000000001","-82.349019999999996","32610-3008","","","","UF Health Pediatric Specialties Medical Plaza"
"2211 N Oak Park Ave","41.91968","-87.794979999999995","60707-3351","","","1376656538","Shriners Hospitals For Children Chicago"
"2450 Riverside Ave","44.966279999999998","-93.236949999999993","55454-1450","","","","M Health Fairview Masonic Childrens Hospital"
"428 Windmere Dr Ste 100","40.787579999999998","-77.825360000000003","16801-7644","","","","Nittany Eye Associates LTD Admin Office"
"3181 SW Sam Jackson Park Rd Ste 350 Fl 3","45.499650000000003","-122.68577999999999","97239-3011","","","1912259284","OHSU Internal Medicine And Geriatrics Clinic"
"2050 Kenny Rd Fl 2 Ste 2400","40.001350000000002","-83.033259999999999","43221-3502","","","","Ohio State Martha Morehouse Outpatient Care-Primary Care Practice"
"3737 Market St Fl 7","39.956544000000001","-75.196800999999994","19104-5545","","","","Penn Musculoskeletal Center-University City 7th Floor"
"1 Medical Center Blvd","36.09028","-80.271540000000002","27157","","","","Atrium Health Wake Forest Baptist Comprehensive Cancer Center"
"3600 Gaston Ave Ste 1158","32.791020000000003","-96.780299999999997","75246-1853","","","","Baylor Scott And White Womens Health Group"
"543 Taylor Ave","39.9786","-82.962869999999995","43203-1278","","","1215712096","Ohio States Carepoint East Family Practice"
"1825 Eastchester Rd","40.84919","-73.845839999999995","10461-2301","","","","Montefiore Weiler Hospital"
"145 King Of Prussia Rd","40.040059999999997","-75.354420000000005","19087-4557","","","","Penn Thoracic Surgery Radnor"
"6400 Fannin St Ste 2800","29.715260000000001","-95.396850000000001","77030-1534","","","","Uthealth Houston Neurosciences-Texas Medical Center"
"452 W 10th Ave Fl 1","39.994610000000002","-83.018270000000001","43210-1240","","","","Ohio State Richard M Ross Heart Hospital"
"111 S Front St","40.257779999999997","-76.880499999999998","17101-2010","","","1407813603","UPMC Harrisburg"
"841 Prudential Dr Ste 100","30.31711","-81.663160000000005","32207-8346","","","","UF Health Pediatric Cardiovascular Center Prudential Drive"
"1801 N Senate Ave Ste 4000","39.790979999999998","-86.163049999999998","46202","","","","IU Health Physicians Cardiology"
"151 W Galbraith Rd","39.212820000000001","-84.480879999999999","45216-1015","","","1558355487","UC Health Drake Center"
"6325 Humphreys Blvd","35.125630000000001","-89.852710000000002","38120-2300","","","1447329990","Semmes Murphey-Main Campus-Memphis"
"6770 Mayfield Rd","41.518909999999998","-81.435329999999993","44124-2299","","","","Hillcrest Hospital"
"4800 Sand Point Way NE Ma.7.220","47.66281","-122.28223","98105-3901","","","","Seattle Childrens-Radiology"
"9 Hope Ave","42.368859999999998","-71.249219999999994","02453-2741","","","","Department Of Neurology"
"101 Applied Bank Blvd Ste 11","39.878959999999999","-75.541439999999994","19342-3501","","","","Nemours Childrens Health-Glen Mills"
"520 Carson St","35.837400000000002","-90.700850000000003","72401-3118","","","","Arkansas Childrens Hospital-Jonesboro Clinic"
"500 Harvard St SE","44.971069999999997","-93.230289999999997","55455-0363","","","1477598118","M Health Fairview University Of Minnesota Medical Center-East Bank"
"1100 Wilford Hall Loop","29.397629999999999","-98.619759999999999","78236-5638","","","1760416614","59th Medical Wing-Joint Base San Antonio"
"170 William St","40.710749999999997","-74.005129999999994","10038-2612","","","1083778831","Newyork-Presbyterian Lower Manhattan Hospital"
"25 Courtenay Dr","32.78302","-79.950890000000001","29425-8911","","","","MUSC-Ashley River Tower Inpatient Pharma"
"700 Childrens Dr","39.952869999999997","-82.979280000000003","43205-2664","","","","Partners For Kids"
"1086 Franklin St","40.304850000000002","-78.918930000000003","15905-4305","","","1598842627","Conemaugh Memorial Medical Center"
"1919 E Thomas Rd","33.47889","-112.04043","85016-7710","","","","Barrow Neurological Institute At Phoenix Childrens"
"6780 Mayfield Rd","41.519069999999999","-81.43553","44124-2203","","","1902858152","Cleveland Clinic Hillcrest Hospital"
"4320 Seminary Rd","38.822049999999997","-77.105670000000003","22304-1535","1","Yes/True","1255684460","Inova Alexandria Hospital"
"460 W 10th Ave","39.994079999999997","-83.019490000000005","43210-1240","","","1124127683","James Cancer Hospital And Solove Research Institute"
"555 N Duke St","40.047150000000002","-76.304209999999998","17602-2250","","","1508818907","Lancaster General Hospital"
"199 Reedsdale Rd","42.251379999999997","-71.077740000000006","02186-3926","","","1174618953","Beth Israel Lahey Health-Deaconess Hospital Milton"
"14445 Olive View Dr","34.326979999999999","-118.4517","91342-1437","","","1871615765","Los Angeles County Olive View-UCLA Medical Center"
"1101 Bates Ave","29.707319999999999","-95.402019999999993","77030-2607","","","1184622847","Baylor St Lukes Medical Center"
"1153 Centre St","42.300139999999999","-71.127889999999994","02130-3446","","","1578677811","Brigham And Womens Faulkner Hospital"
"720 20th St S","33.528320000000001","-86.796464","35233","","","","UAB Clinical Immunology And Rheumatology"
"820 S Damen Ave","41.870780000000003","-87.677180000000007","60612-3728","","","1255371928","Jesse Brown VA Medical Center"
"801 7th Ave","32.737050000000004","-97.341459999999998","76104-2733","","","1750369203","Cook Childrens Physicians Network"
"6701 Fannin St Ste 1560","29.706880000000002","-95.4024","77030-2614","","","","Texas Childrens Hospital Wallace Tower-Ste 1560"
"1100 Fairview Ave N 100","47.628799999999998","-122.32980999999999","98109-4433","","","","Fred Hutchinson Cancer Center-Pediatric Hematology Oncology"
"2139 Auburn Ave","39.120269999999998","-84.509789999999995","45219-2906","","","1760901029","The Christ Hospital"
"3200 SW 60th Ct Ste 302","25.741330000000001","-80.293170000000003","33155-4071","","","1063950079","Neurological Network Partners"
"1000 Broadway","42.402769999999997","-71.020110000000003","02150-2247","","","","Beth Israel Deaconess Healthcare-Chelsea"
"1250 Waters Pl","40.85277","-73.83887","10461-2720","","","1962704650","Montefiore Hutchinson Campus-1250 Waters Place"
"8 Richland Medical Park Dr Ste 420","34.027679999999997","-81.032709999999994","29203-8004","","","1093203788","Prisma Health Neurology Richland"
"8637 Fredericksburg Rd Ste 100","29.521809999999999","-98.575310000000002","78240-1283","","","","Wellmed Medical Management Inc"
"301 N Washington Ave","32.787909999999997","-96.774550000000005","75246-1754","","","","Baylor Scott And White Health"
"6565 Fannin St","29.710367000000002","-95.400272000000001","77030-2703","","","","Houston Methodist Health System"
"1000 N Limestone","38.059910000000002","-84.477760000000004","40505-3525","","","","Uk Healthcare"
"3400 Civic Center Blvd Fl 2","39.947780000000002","-75.193430000000006","19104-5127","","","","Penn Heart And Vascular Center"
"2301 Erwin Rd","35.984369000000001","-78.994780000000006","27705-4699","","","","Duke Childrens Health Center Cardiac Transplant"
"55 Fruit St","42.36262","-71.068299999999994","02114-2621","","","","Corrigan Minehan Heart Center"
"6701 Fannin St Ste D1280","29.706880000000002","-95.4024","77030-2613","","","","Texas Childrens Hospital Epilepsy Center-Ste D1280"
"2401 Gillham Rd","39.083415000000002","-94.578863999999996","64108-4619","","","","Childrens Mercy Admin Offices"
"500 Harvard St SE","44.971069999999997","-93.230289999999997","55455-0363","","","","M Health Fairview University Of Minnesota Medical Center-East Bank Primary Care"
"13123 E 16th Ave Ste B145","39.740768000000003","-104.835661","80045-7106","","","1316426026","Childrens Hospital Colorado Anschutz Medical Campus Aurora"
"1865 Route 70 E","39.883685","-74.974451999999999","08003-2005","","","1447260435","Penn Medicine Cherry Hill"
"705 Riley Hospital Dr","39.777259999999998","-86.180019999999999","46202-5109","","","1457396541","Riley Childrens Sickle Cell Program"
"1215 Lee St","38.03143","-78.498720000000006","22908-0816","","","1780630608","University Of Virginia Medical Center"
"2001 W 86th St","39.909840000000003","-86.197059999999993","46260-1902","","","1306898960","Ascension St Vincent Hospital"
"100 Woods Rd","41.087679999999999","-73.803889999999996","10595-1530","","Yes/True","1932280666","Westchester Medical Center"
"1800 W Charleston Blvd","36.158949999999997","-115.16775","89102-2329","1","Yes/True","1760517635","University Medical Center Of Southern Nevada"
"5841 S Maryland Ave","41.788699999999999","-87.604339999999993","60637-1443","","Yes/True","1508956509","The University Of Chicago Medicine"
"1 Childrens Way","34.742789999999999","-92.29186","72202-3500","","","1598773079","Arkansas Childrens Hospital"
"8700 Beverly Blvd","34.076639999999998","-118.38028","90048-1804","1","Yes/True","1174764641","Cedars-Sinai Medical Center"
"1400 Vfw Pkwy","42.274749999999997","-71.171760000000006","02132-4927","","","1508815549","West Roxbury VA Medical Center"
"1024 S Lemay Ave","40.57217","-105.05605","80524-3929","","","1881232692","Uchealth Poudre Valley Hospital"
"1601 E Fourth Plain Blvd","45.639020000000002","-122.65806000000001","98661-3753","","","","VISN 20 VA Northwest Health Network"
"2450 Riverside Ave","44.967100000000002","-93.237020000000001","55454-1450","","","1144548322","M Health Fairview University Of Minnesota Medical Center-West Bank East Building"
"12605 E 16th Ave","39.742249999999999","-104.84178","80045-2545","","","1477531580","UC Health University Of Colorado Hospital"
"451 Clarkson Ave","40.656730000000003","-73.943340000000006","11203-2054","1","Yes/True","1043224355","NYC Health + Hospitals Kings County"
"1606 N 7th St","39.485349999999997","-87.407740000000004","47804-2706","","","1619975331","Union Hospital"
"1211 Medical Center Dr","36.142409999999998","-86.801599999999993","37232-0004","","","1396882205","Vanderbilt University Medical Center"
"54 Hospital Dr","38.120179999999998","-92.682649999999995","65065-3050","","","1295151959","Lake Regional Health System"
"4000 Wellness Dr","43.636879999999998","-84.260149999999996","48670-2000","","","1346253135","Mymichigan Medical Center Midland"
"3100 SW 62nd Ave","25.741209999999999","-80.295429999999996","33155-3009","","","1528512001","Nicklaus Childrens Hospital"
"407 S White St","40.96264","-91.559119999999993","52641-2263","1","Yes/True","1811571417","Henry County Health Center"
